id,bengali-id,footnote-text,page,chapter
184,১৮৪,"আবু দাউদ ১/২০৩, ইবন মাজাহ ১/২৬৫, নং ৮০৭। আর পূর্বে ৩১ নং হাদীসে এর তাখরীজ চলে গেছে। আরও দেখুন, সূরা আল-মুমিনূন এর ৯৭-৯৮।",193,৪৫: শয়তান ও তার কুমন্ত্রণা দূর করার দো'আ
185,১৮৫,"মুসলিম ১/২৯১; নং ৩৮৯; বুখারী, ১/১৫১, নং ৬০৮।",193,৪৫: শয়তান ও তার কুমন্ত্রণা দূর করার দো'আ
186,১৮৬,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেন, ""তোমরা তোমাদের ঘরসমূহ কবরে পরিণত করুন না। নিশ্চয় শয়তান ঐ ঘর থেকে পলায়ন করে যেখানে সূরা বাকারাহ্ পাঠ করা হয়।” মুসলিম ১/৫৩৯, হাদীস নং ৭৮০। তাছাড়া আরও যা শয়তানকে তাড়িয়ে দেয় তা হচ্ছে, সকাল বিকালের যিকিরসমূহ, ঘুমের যিকির, জাগ্রত হওয়ার যিকির, ঘরে প্রবেশের ও ঘর থেকে বের হওয়ার যিকিরসমূহ, মসজিদে প্রবেশের ও মসজিদ থেকে বের হওয়ার যিকিরসমূহ, ইত্যাদী শরী'আতসম্মত যিকিরসমূহ। যেমন, ঘুমের সময় আয়াতুল কুরসী, সূরা আল-বাকারার সর্বশেষ দু'টি আয়াত। তাছাড়া যে ব্যক্তি ""লা ইলাহা ইল্লাল্লাহু ওয়াহদাহু লা শারীকা লাহু, লাহুল মুলকু ওয়া লাহুল হামদু, ওয়াহুয়া 'আলা কুল্লি শাইয়িন কাদীর"" একশতবার পড়বে, সেটা তার জন্য সে দিনটির জন্য পুরোপুরিই হেফাযতের কাজ দিবে। তদ্রুপ আযান দিলেও শয়তান পলায়ন করে।",194,৪৫: শয়তান ও তার কুমন্ত্রণা দূর করার দো'আ
187,১৮৭,"হাদীসে এসেছে, ""শক্তিশালী ঈমানদার আল্লাহর নিকট উত্তম ও প্রিয় দুর্বল ঈমানদারের চেয়ে। আর তাদের (ঈমানদারদের) প্রত্যেকের মধ্যেই কল্যাণ নিহিত রয়েছে। তোমার যা কাজে লাগবে সেটা করার ব্যাপারে সচেষ্ট হও আর আল্লাহর সাহায্য চাও, অপারগ হয়ে যেও না। আর যদি তোমার কোনো অনাকাঙ্খিত বিষয় উদয় হয়, তখন বলো না যে, 'যদি আমি এরকম করতাম তাহলে তা এই এই হতো', বরং বলো, ""এটা আল্লাহর ফয়সালা, আর তিনি যা ইচ্ছে করেছেন। কেননা, 'যদি' শয়তানের কাজের সূচনা করে দেয়। মুসলিম, ৪/২০৫২, নং ২৬৬৪।",195,"৪৬: যখন অনাকাঙ্খিত কিছু ঘটে, বা যা করতে চায় তাতে বাধাপ্রাপ্ত হয়, তখন পড়ার দো'আ"
188,১৮৮,"এটি হাসান বসরী রাহিমাহুল্লাহর বাণী হিসেবে উল্লেখিত হয়েছে। দেখুন, তুহফাতুল মাওদূদ লি ইবনিল কাইয়্যেম, পৃ. ২০; তিনি একে ইবনুল মুনযির এর আল-আওসাত্ব গ্রন্থের দিকে সম্পর্কযুক্ত করেছেন।",196,৪৭: সন্তান লাভকারীকে অভিনন্দন ও তার জবাব
189,১৮৯,"এটি ইমাম নাওয়াবী তার আল-আযকার গ্রন্থে পৃ. ৩৪৯ উল্লেখ করেছেন। আরও দেখুন, সহীহুল আযকার লিন নাওয়াবী, সলীম আল-হিলালী, ২/৭১৩। আর এর বিস্তারিত তাখরীজ দেখার জন্য গ্রন্থকারের 'আয-যিকর ওয়াদ দো'আ ওয়াল 'ইলাজ বির রুকা' গ্রন্থটি দেখুন, পৃ. ১/৪১৬।",197,৪৭: সন্তান লাভকারীকে অভিনন্দন ও তার জবাব
190,১৯০,"বুখারী ৪/১১৯, নং ৩৩৭১; ইবন আব্বাস রাদিয়াল্লাহু আনহুমার হাদীস থেকে।",198,৪৮: যা দ্বারা শিশুদের জন্য আশ্রয় প্রার্থনা করা হয়
191,১৯১,"বুখারী (ফাতহুল বারীসহ) ১০/১১৮, নং ৩৬১৬।",199,৪৯: রোগী দেখতে গিয়ে তার জন্য দো'আ
192,১৯২,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেন, কেউ মৃত্যু আসন্ন নয় এমন কোনো রোগীকে দেখতে গেলে, সে তার সামনে এই দো'আ সাতবার পাঠ করবে, এর ফলে আল্লাহ তাকে (মৃত্যু আসন্ন না হলে) রোগমুক্ত করবেন। এ দো'আ সাতবার পড়বে। তিরমিযী, নং ২০৮৩; আবু দাউদ, নং ৩১০৬। আরও দেখুন, ২/২১০; সহীহুল জামে' ৫/১৮০।",199,৪৯: রোগী দেখতে গিয়ে তার জন্য দো'আ
193,১৯৩,"তিরমিযী, নং ৯৬৯; ইবন মাজাহ, নং ১৪৪২; আহমাদ, নং ৯৭৫। আরও দেখুন, সহীহ ইবন মাজাহ্ ১/২৪৪; সহীহুত তিরমিযী, ১/২৮৬। তাছাড়া শাইখ আহমাদ শাকেরও হাদীসটি বিশুদ্ধ বলেছেন।",200,৫০: রোগী দেখতে যাওয়ার ফযীলত
194,১৯৪,"বুখারী ৭/১০, নং ৪৪৩৫; মুসলিম ৪/১৮৯৩, নং ২৪৪৪।",201,৫১: জীবনের আশা ছেড়ে দেওয়া রোগীর দো'আ
195,১৯৫,"বুখারী, (ফাতহুল বারীসহ), ৮/১৪৪, নং ৪৪৪৯; তবে হাদীসে মিসওয়াকের উল্লেখও এসেছে।",202,৫১: জীবনের আশা ছেড়ে দেওয়া রোগীর দো'আ
196,১৯৬,"হাদীসটি ইমাম তিরমিযী সংকলন করেছেন, নং ৩৪৩০; ইবন মাজাহ, নং ৩৭৯৪; আর শাইখ আলবানী একে সহীহ বলেছেন। দেখুন, সহীহুত তিরমিযী ৩/১৫২; সহীহ ইবন মাজাহ ২/৩১৭।",203,৫১: জীবনের আশা ছেড়ে দেওয়া রোগীর দো'আ
197,১৯৭,"আবূ দাউদ ৩/১৯০, নং ৩১১৬; আরও দেখুন, সহীহুল জামে' ৫/৪৩২।",204,৫২: মরণাপন্ন ব্যক্তিকে তালক্বীন (কালেমা স্মরণ করিয়ে দেওয়া)
198,১৯৮,"মুসলিম ২/৬৩২, নং ৯১৮।",204,৫৩: কোনো মুসীবতে পতিত ব্যক্তির দো'আ
199,১৯৯,"মুসলিম ২/৬৩৪, নং ৯২০।",206,৫৪: মৃত ব্যক্তির চোখ বন্ধ করানোর দো'আ
200,২০০,"মুসলিম ২/৬৬৩, নং ৯৬৩।",208,৫৫: মৃত ব্যক্তির জন্য জানাযার সালাতে দো'আ
201,২০১,"আবূ দাউদ, নং ৩২০১; তিরমিযী, নং ১০২৪; নাসাঈ, নং ১৯৮৫; ইবন মাজাহ, ১/৪৮০, নং ১৪৯৮; আহমাদ ২/৩৬৮, নং ৮৮০৯। আরও দেখুন, সহীহ ইবন মাজাহ ১/২৫১।",209,৫৫: মৃত ব্যক্তির জন্য জানাযার সালাতে দো'আ
202,২০২,"ইবন মাজাহ, নং ১৪৯৯। দেখুন, সহীহ ইবন মাজাহ ১/২৫১। তাছাড়া হাদীসটি আবূ দাউদও বর্ণনা করেছেন, ৩/২১১, নং ৩২০২।",210,৫৫: মৃত ব্যক্তির জন্য জানাযার সালাতে দো'আ
203,২০৩,"হাদীসটি সংকলণ করেন, হাকেম তাঁর মুস্তাদরাকে এবং সহীহ বলেছেন, ১/৩৫৯; আর যাহাবী সেটা সমর্থন করেছেন। আরও দেখুন, আলবানী, আহকামুল জানায়েয, পৃ. ১২৫।",211,৫৫: মৃত ব্যক্তির জন্য জানাযার সালাতে দো'আ
204,২০৪,"সা'ঈদ ইবনুল মুসাইয়্যেব বলেন, আমি আবু হুরাইরা রাদিয়াল্লাহু আনহুর পিছনে একটি শিশুর জানাযার সালাত আদায় করেছি, যে শিশু কখনও কোনো গুনাহ করে নি, তখন আমি তাকে (উপরোক্ত দো'আটি) বলতে শুনলাম...। হাদীসটি ইমাম মালেক তার মুওয়াত্তা গ্রন্থে সংকলন করেন, ১/২৮৮; ইবন আবী শাইবাহ তার মুসান্নাফ গ্রন্থে, ৩/২১৭; বাইহাকী, ৪/৯। আর শাইখ শু'আইব আল-আরনাউত শারহুস সুন্নাহ লিল বাগভীর তাহকীকে ৫/৩৫৭, এটার সনদকে সহীহ বলেছেন।",212,৫৬: নাবালক শিশুদের জন্য জানাযার সালাতে দো'আ
205,২০৫,"দেখুন, আল-মুগনী, লি ইবন কুদামা, ৩/৪১৬; আরও দেখুন, আদ-দুরুসুল মুহিম্মাহ লি 'আম্মাতিল উম্মাহ, লিশ শাইখ আবদিল আযীয ইবন আব্দিল্লাহ ইবন বায, রাহেমাহুল্লাহ, পৃ. ১৫।",214,৫৬: নাবালক শিশুদের জন্য জানাযার সালাতে দো'আ
206,২০৬,"হাসান বসরী রাহেমাহুল্লাহ যখন ছোট শিশুদের জানাযা পড়তেন তখন তার উপর সূরা ফাতেহা পড়তেন এবং উপরোক্ত দো'আ বলতেন। হাদীসটি ইমাম বাগভী তার শারহুস সুন্নাহ ৫/৩৫৭ এ বর্ণনা করেছেন। আরও বর্ণনা করেছেন, আব্দুর রায্যাক তার মুসান্নাফে, নং ৬৫ ৮৮। তাছাড়া ইমাম বুখারী, কিতাবুল জানায়েয এর, ৬৫, বাবু কিরাআতি ফাতিহাতিল কিতাব আলাল জানাযাত ২/১১৩; ১৩৩৫ নং হাদীসের পূর্বে এটাকে তা'লীক বা সনদ ব্যতীত বর্ণনা করেছেন।",215,৫৬: নাবালক শিশুদের জন্য জানাযার সালাতে দো'আ
207,২০৭,"বুখারী, ২/৮০, নং ১২৮৪; মুসলিম, ২/৬৩৬, নং ৯২৩।",216,৫৭: শোকার্তদের সান্ত্বনা দেওয়ার দো'আ
208,২০৮,"আল-আযকার লিন নাওয়াওয়ী, পৃ. ১২৬।",217,৫৭: শোকার্তদের সান্ত্বনা দেওয়ার দো'আ
209,২০৯,"আবূ দাউদ ৩/৩১৪, নং ৩২১৫ সহীহ সনদে; অনুরূপভাবে আহমাদ, নং ৫২৩৪; আর ৪৮১২ এর শব্দ হচ্ছে, 'বিসমিল্লাহ ওয়া আলা মিল্লাতি রাসূলিল্লাহ' অর্থাৎ 'আল্লাহর নামে এবং রাসূলুল্লাহর মিল্লাতের ওপর।' তার সনদও বিশুদ্ধ।",217,৫৮: মৃতকে কবরে প্রবেশ করানোর দো'আ
210,২১০,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম মৃত ব্যক্তিকে দাফন করার পর কবরের পাশে দাঁড়াতেন এবং বলতেন, 'তোমাদের ভাইয়ের জন্য ক্ষমা প্রার্থনা কর, আর তার জন্য দৃঢ়তা চাও। কেননা এখনই তাকে জিজ্ঞাসা করা হবে'। আবুদাউদ ৩/৩১৫, নং ৩২২৩; হাকেম এবং তিনি একে সহীহ বলেছেন, আর যাহাবী সমর্থন করেছেন, ১/৩৭০।",218,৫৯: মৃতকে দাফন করার পর দো'আ
211,২১১,"মুসলিম ২/৬৭১, নং ৯৭৫; ইবন মাজাহ, ১/৪৯৪, আর শব্দ তাঁরই, নং ১৫৪৭; বুরাইদা রাদিয়াল্লাহু 'আনহু থেকে। আর দু ব্রাকেটের মাঝখানের অংশ আয়েশা রাদিয়াল্লাহু আনহার হাদীস থেকে, যা সংকলন করেছেন, মুসলিম, ২/৬৭১, নং ৯৭৫।",219,৬০: কবর যিয়ারতের দো'আ
212,২১২,"আবূ দাউদ ৪/৩২৬, নং ৫০৯৯; ইবন মাজাহ ২/১২২৮, নং ৩৭২৭। আরও দেখুন, সহীহ ইবন মাজাহ ২/৩০৫।",220,৬১: বায়ু প্রবাহিত হলে পড়ার দো'আ
213,২১৩,"মুসলিম, আর শব্দ তাঁরই, ২/৬১৬, নং ৮৯৯; বুখারী, ৪/৭৬, নং ৩২০৬ ও ৪৮২৯।",221,৬১: বায়ু প্রবাহিত হলে পড়ার দো'আ
214,২১৪,"“আবদুল্লাহ ইবনু যুবাইর রাদিয়াল্লাহু আনহুমা মেঘের গর্জন শুনলে কথা বলা বন্ধ করে দিতেন এবং এই দো'আ পড়তেন...। মুওয়াত্তা ইমাম মালেক ২/৯৯২। আর আলবানী তাঁর সহীহুল কালেমিত তাইয়্যেব গ্রন্থে পৃ. ১৫৭, বলেন, “এর সনদটি মওকূফ সহীহ”।",222,৬২: মেঘের গর্জন শুনলে পড়ার দো'আ
215,২১৫,"আবূ দাউদ, ১/৩০৩, নং ১১৭১। আর শাইখ আলবানী সহীহ আবি দাউদে একে সহীহ বলেছেন, ১/২১৬।",223,৬৩: বৃষ্টি চাওয়ার কিছু দো'আ
216,২১৬,"বুখারী ১/২২৪, নং ১০১৪; মুসলিম ২/৬১৩, নং ৮৯৭।",223,৬৩: বৃষ্টি চাওয়ার কিছু দো'আ
217,২১৭,"আবু দাউদ ১/৩০৫, নং ১১৭৮। আর শাইখ আলবানী তাঁর সহীহ আবি দাউদে একে হাসান বলেছেন, ১/২১৮।",224,৬৩: বৃষ্টি চাওয়ার কিছু দো'আ
218,২১৮,"বুখারী, (ফাতহুল বারীসহ) ২/৫১৮, নং ১০৩২।",224,৬৪: বৃষ্টি দেখলে দো'আ
219,২১৯,"বুখারী ১/২০৫, নং ৮৪৬; মুসলিম ১/৮৩, নং ৭১।",225,৬৫: বৃষ্টি বর্ষণের পর যিকির
220,২২০,"বুখারী ১/২২৪, নং ৯৩৩; মুসলিম ২/৬১৪, নং ৮৯৭।",226,৬৬: অতিবৃষ্টি বন্ধের জন্য কিছু দো'আ
221,২২১,"তিরমিযী ৫/৫০৪, নং ৩৪৫১; আদ-দারিমী, শব্দ তাঁরই, ১/৩৩৬। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৫৭।",227,৬৭: নতুন চাঁদ দেখে পড়ার দো'আ
222,২২২,"হাদীসটি সংকলন করেছেন আবু দাউদ ২/৩০৬, নং ২৩৫৯ ও অন্যান্য। আরও দেখুন, সহীহুল জামে' ৪/২০৯।",228,৬৮: ইফতারের সময় সাওম পালনকারীর দো'আ
223,২২৩,"হাদীসটি সংকলন করেছেন, ইবন মাজাহ ১/৫৫৭, নং ১৭৫৩; যা মূলত আবদুল্লাহ ইবন আমর রাদিয়াল্লাহু আনহুমার দো'আ। আর হাফেয ইবন হাজার তাঁর তাখরীজুল আযকারে এটার সনদকে হাসান বলেছেন। শরহুল আযকার, ৪/৩৪২।",228,৬৮: ইফতারের সময় সাওম পালনকারীর দো'আ
224,২২৪,"হাদীসটি সংকলন করেছেন আবূ দাউদ ৩/৩৪৭, নং ৩৭৬৭; তিরমিযী, ৪/২৮৮, নং ১৮৫৮। আরও দেখুন, সহীহুত তিরমিযী, ২/১৬৭।",229,৬৯: খাওয়ার পূর্বে দো'আ
225,২২৫,"তিরমিযী ৫/৫০৬, নং ৩৪৫৫। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৫৮।",231,৬৯: খাওয়ার পূর্বে দো'আ
226,২২৬,"হাদীসটি নাসাঈ ব্যতীত সকল সুনান গ্রন্থকারগণ সংকলন করেছেন। আবূ দাউদ, নং ৪০২৫; তিরমিযী, নং ৩৪৫৮; ইবন মাজাহ, নং ৩২৮৫। আরও দেখুন, সহীহুত তিরমিযী ৩/১৫৯।",232,৭০: আহার শেষ করার পর দো'আ
227,২২৭,"বুখারী ৬/২১৪, হাদীস নং ৫৪৫৮; তিরমিযী, আর শব্দটি তাঁরই, ৫/৫০৭, নং ৩৪৫৬।",233,৭০: আহার শেষ করার পর দো'আ
228,২২৮,"মুসলিম ৩/১৬১৫, নং ২০৪২।",233,৭১: আহারের আয়োজনকারীর জন্য মেহমানের দো'আ
229,২২৯,"মুসলিম ৩/১৬২৬, নং ২০৫৫।",234,৭২: দো'আর মাধ্যমে খাবার বা পানীয় চাওয়ার ইঙ্গিত করা
230,২৩০,"সুনান আবি দাউদ ৩/৩৬৭, নং ৩৮৫৬; ইবন মাজাহ ১/৫৫৬, নং ১৭৪৭; নাসাঈ, আমালুল ইয়াওমি ওয়াল লাইলাহ, নং ২৯৬-২৯৮। আর সেখানে স্পষ্টভাবে বর্ণিত আছে যে রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম যখন তার পরিবারের কাছে ইফতার করতেন তখন তা বলতেন। আর শাইখ আলবানী তাঁর সহীহ আবি দাউদে একে সহীহ বলেছেন, ২/৭৩০।",235,৭৩: কোনো পরিবারের কাছে ইফতার করলে তাদের জন্য দো'আ
231,২৩১,"মুসলিম, ২/১০৫৪, নং ১১৫০।",236,"৭৪: সাওম পালনকারীর নিকট যদি খাবার উপস্থিত হয়, আর সে সাওম না ভাঙ্গে তখন তার দো'আ করা"
232,২৩২,"বুখারী, (ফাতহুল বারীসহ) ৪/১০৩, নং ১৮৯৪; মুসলিম, ২/৮০৬, নং ১১৫১।",236,৭৫: সাওম পালনকারীকে কেউ গালি দিলে যা বলবে
233,২৩৩,"মুসলিম, ২/১০০০, নং ১৩৭৩।",237,৭৬: ফলের কলি দেখলে পড়ার দো'আ
234,২৩৪,"বুখারী ৭/১২৫, নং ৫৮৭০।",238,৭৭: হাঁচির দো'আ
235,২৩৫,"তিরমিযী ৫/৮২, নং ২৭৪১; আহমাদ ৪/৪০০, নং ১৯৫৮৬; আবু দাউদ, ৪/৩০৮, নং ৫০৪০। আরও দেখুন, সহীহুত তিরমিযী, ২/৩৫৪।",239,৭৮: কাফির ব্যক্তি হাঁচি দিয়ে আল-হামদুলিল্লাহ বললে তার জবাবে যা বলা হবে
236,২৩৬,"হাদীসটি নাসাঈ ব্যতীত সকল সুনানগ্রন্থকারগণই সংকলন করেছেন। আবু দাউদ, নং ২১৩০; তিরমিযী, নং ১০৯১; ইবন মাজাহ, নং ১৯০৫; নাসাঈ, আমালুল ইয়াওমি ওয়াল-লাইলাহ, নং ২৫৯। আরও দেখুন, সহীহুত তিরমিযী ১/৩১৬।",240,৭৯: নব বিবাহিতের জন্য দো'আ
237,২৩৭,"আবু দাউদ-২/২৪৮, নং ২১৬০; ইবন মাজাহ ১/৬১৭, নং ১৯১৮। আরও দেখুন, সহীহ ইবন মাজাহ, ১/৩২৪।",241,৮০: বিবাহিত ব্যক্তির দো'আ এবং বাহন ক্রয়ের পর দো'আ
238,২৩৮,"বুখারী ৬/১৪১, নং ১৪১; মুসলিম ২/১০২৮, নং ১৪৩৪।",242,৮১: স্ত্রী-সহবাসের পুর্বের দো'আ
239,২৩৯,"বুখারী ৭/৯৯, নং ৩২৮২; মুসলিম ৪/২০১৫, নং ২৬১০।",242,৮২: ক্রোধ দমনের দো'আ
240,২৪০,"তিরমিযী ৫/৪৯৪, ৫/৪৯৩, নং ৩৪৩২। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৫৩।",243,৮৩: বিপন্ন লোক দেখলে পড়ার দো'আ
241,২৪১,"তিরমিযী, নং ৩৪৩৪; ইবন মাজাহ, নং ৩৮১৪। আরও দেখুন, সহীহুত তিরমিযী, ৩/১৫৩; সহীহু ইবনি মাজাহ, ২/৩২১। আর শব্দটি তিরমিযীর।",244,৮৪: মজলিসে যা বলতে হয়
242,২৪২,"হাদীসটি সুনান গ্রন্থকারগণ সবাই সংকলন করেছেন। আবু দাউদ, নং ৪৮৫৮; তিরমিযী, নং ৩৪৩৩; নাসাঈ, নং ১৩৪৪। আরও দেখুন, সহীহুত তিরমিযী ৩/১৫৩। তাছাড়া এটাও প্রমাণিত হয়েছে যে, আয়েশা রাদিয়াল্লাহু আনহা বলেন, রাসূলুল্লাহ সাল্লাল্লাহু 'আলাইহি ওয়াসাল্লাম যখনই কোনো মজলিসে বসেছেন, অথবা কুরআন তেলাওয়াত করেছেন, অথবা সালাত আদায় করেছেন, তখনই একে কিছু বাক্যের মাধ্যমে সম্পন্ন করেছেন।...। হাদীসটি নাসাঈ তাঁর আমালুল ইয়াওমি ওয়াল-লাইলাহ গ্রন্থে নং ৩০৮ এ বর্ণনা করেছেন। অনুরূপভাবে আহমাদ, ৬/৭৭, নং ২৪৪৮৬। আর ড. ফারূক হাম্মাদাহ, ইমাম নাসাঈ এর আমালুল ইয়াওমি ওয়াল-লাইলাহ গ্রন্থের তাহকীকের সময় এ হাদীসটিকে সহীহ বলেছেন। পৃ. ২৭৩।",245,৮৫: বৈঠকের কাফ্ফারা (ক্ষতিপূরণ)
243,২৪৩,"আহমাদ ৫/৮২, নং ২০৭৭৮; আন-নাসাঈ, আমালুল ইয়াওমি ওয়াল লাইলাহ, পৃ. ২১৮, নং ৪২১। তাহকীক, ড. ফারূক হাম্মাদাহ।",246,"৮৬: কেউ যদি বলে, 'আল্লাহ আপনাকে ক্ষমা করুন', তার জন্য দো'আ"
244,২৪৪,"তিরমিযী, হাদীস নং ২০৩৫। আরও দেখুন, সহীহুল জামে' ৬২৪৪; সহীহুত তিরমিযী, ২/২০০।",246,৮৭: কেউ আপনার সাথে সদাচারণ করলে তার জন্য দো'আ
245,২৪৫,"মুসলিম ১/৫৫৫, নং ৮০৯; অন্য বর্ণনায় এসেছে, সূরা কাহাফের শেষাংশ, ১/৫৫৬, নং ৮০৯।",247,৮৮: আল্লাহ যা দ্বারা দাজ্জাল থেকে হিফাযত করবেন
246,২৪৬,"দেখুন, এ গ্রন্থের হাদীস নং ৫৫, ও হাদীস নং ৫৬",247,৮৮: আল্লাহ যা দ্বারা দাজ্জাল থেকে হিফাযত করবেন
247,২৪৭,"হাদীসটি সংকলন করেছেন, আবু দাউদ ৪/৩৩৩, নং ৫১২৫। আর শাইখ আলবানী একে সহীহ আবি দাউদে হাসান বলেছেন, ৩/৯৬৫।",247,"৮৯: যে ব্যক্তি বলবে, 'আমি আপনাকে আল্লাহর জন্য ভালোবাসি'- তার জন্য দো'আ"
248,২৪৮,"বুখারী, (ফাতহুল বারীসহ) ৪/২৮৮, হাদীস নং ২০৪৯।",248,৯০: আপনাকে কেউ তার সম্পদ দান করার জন্য পেশ করলে তার জন্য দো'আ
249,২৪৯,"হাদীসটি সংকলন করেছেন, নাসাঈ, তাঁর আমালুল ইয়াওমি ওয়াল-লাইলাহ গ্রন্থে, পৃ. ৩০০; ইবন মাজাহ, ২/৮০৯, নং ২৪২৪। আরও দেখুন, সহীহ ইবন মাজাহ, ২/৫৫।",249,৯১: কেউ ঋণ দিলে তা পরিশোধের সময় দো'আ
250,২৫০,"আহমাদ ৪/৪০৩, নং ১৯৬০৬; ইমাম বুখারীর আল-আদাবুল মুফরাদ, নং ৭১৬। আরও দেখুন, সহীহ আল জামে ৩/২৩৩; সহীহুত তারগীব ওয়াত তারহীব লিল আলবানী, ১/১৯।",250,৯২: শির্কের ভয়ে দো'আ
251,২৫১,"হাদীসটি ইবনুস সুন্নী সংকলন করেছেন, পৃ. ১৩৮, নং ২৭৮। আরও দেখুন, ইবনুল কাইয়্যেমের আল-ওয়াবিলুস সাইয়্যেব, পৃ. ৩০৪। তাহকীক, বশীর মুহাম্মাদ উয়ূন।",250,"৯৩: কেউ যদি বলে, 'আল্লাহ আপনার ওপর বরকত দিন', তার জন্য দো'আ"
252,২৫২,"আহমাদ ২/২২০, নং ৭০৪৫; ইবনুস সুন্নী, হাদীস নং ২৯২। আর শাইখ আলবানী তাঁর সিলসিলাতুল আহাদীসিস সহীহায় ৩/৫৪, নং ১০৬৫, একে সহীহ বলেছেন। তবে সুলক্ষণ নেওয়া রাসূলুল্লাহ সাল্লাল্লাহু 'আলাইহি ওয়াসাল্লাম পছন্দ করতেন। সে জন্য যখন তিনি কোনো মানুষ থেকে কোনো ভালো বাক্য বা সুবচন শুনতেন, তখন সেটা তাঁর কাছে ভালো লাগত এবং বলতেন, ""তোমার মুখ থেকে তোমার সুলক্ষণ গ্রহণ করেছি”। আবু দাউদ, নং ৩৭১৯; আহমাদ, নং ৯০৪০। আর শাইখ আলবানী তাঁর সিলসিলাতুস সহীহায় একে সহীহ বলেছেন, ২/৩৬৩; আবুশ শাইখ, আখলাকুন নবী সাল্লাল্লাহু 'আলাইহি ওয়াসাল্লাম, পৃ. ২৭০।",251,৯৪: অশুভ লক্ষণ গ্রহণকে অপছন্দ করে দো'আ
253,২৫৩,"আবু দাউদ ৩/৩৪, ২৬০২; তিরমিযী ৫/৫০১, নং ৩৪৪৬। আরও দেখুন, সহীহুত তিরমিযী ৩/১৫৬। আর আয়াত দু'টি হচ্ছে, সূরা আয-যুখরুফের ১৩-১৪।",253,৯৫: বাহনে আরোহণের দো'আ
254,২৫৪,"মুসলিম ২/৯৭৮, হাদীস নং ১৩৪২।",256,৯৬: সফরের দো'আ
255,২৫৫,"হাকেম, আর তিনি একে সহীহ বলেছেন এবং ইমাম যাহাবী সেটা সমর্থন করেছেন ২/১০০; ইবনুস সুন্নী, নং ৫২৪। তাছাড়া হাফেয ইবন হাজার তাঁর তাখরীজুল আযকার ৫/১৫৪, একে হাসান বলেছেন। আল্লামা ইবন বায রাহেমাহুল্লাহ বলেন, 'হাদীসটি নাসাঈ হাসান সনদে বর্ণনা করেছেন।' দেখুন, তুহফাতুল আখইয়ার, পৃ. ৩৭।",257,৯৭: গ্রাম বা শহরে প্রবেশের দো'আ
256,২৫৬,"তিরমিযী, নং ৩৪২৮; ইবন মাজাহ, ৫/২৯১, নং ৩৮৬০; হাকেম ১/৫৩৮। আর শাইখ আলবানী হাদীসটিকে সহীহ ইবন মাজাহ ২/২১; সহীহুত তিরমিযী, ৩/১৫২ হাসান হাদীস বলেছেন।",259,৯৮: বাজারে প্রবেশের দো'আ
257,২৫৭,"আবূ দাউদ, ৪/২৯৬, নং ৪৯৮২। আর শাইখ আলবানী একে সহীহ বলেছেন, সহীহ আবি দাউদে, ৩/৯৪১।",259,৯৯: বাহন হোঁচট খেলে পড়ার দো'আ
258,২৫৮,"আহমাদ ২/৪০৩, নং ৯২৩০; ইবন মাজাহ, ২/৯৪৩, নং ২৮২৫। আরও দেখুন, সহীহ ইবন মাজাহ ২/১৩৩।",260,১০০: মুক্বীম বা অবস্থানকারীদের জন্য মুসাফিরের দো'আ
259,২৫৯,"আহমাদ ২/৭, ৪৫২৪, তিরমিযী ৫/৪৯৯, নং ৩৪৪৩। আর শাইখ আলবানী একে সহীহু সুনানিত তিরমিযীতে ৩/৪১৯ সহীহ হাদীস বলেছেন।",260,১০১: মুসাফিরের জন্য মুক্বীম বা অবস্থানকারীর দো'আ
260,২৬০,"তিরমিযী, নং ৩৪৪৪; আরও দেখুন, সহীহুত তিরমিযী, ৩/১৫৫।",261,১০১: মুসাফিরের জন্য মুক্বীম বা অবস্থানকারীর দো'আ
261,২৬১,"বুখারী, (ফাতহুল বারীসহ) ৬/১৩৫, নং ২৯৯৩।",262,১০২: সফরে চলার সময় তাকবীর ও তাসবীহ
262,২৬২,"মুসলিম, ৪/২০৮৬, নং ২৭১৮। আর হাদীসে ব্যবহৃত سَمِعَ سامع শব্দের অর্থ, 'একজন সাক্ষ্যদাতা সাক্ষ্য প্রদান করুন যে, আমরা আল্লাহর প্রশংসা করেছি তার যাবতীয় নেয়ামতের উপর, তাঁর উত্তম দান-দয়ার উপর।' আর যদি হাদীসে ব্যবহৃত শব্দটিকে سَمَّعَ سامع ধরা হয়, তখন অর্থ হবে, 'একজন শ্রোতা আমার এ কথা শুনে তা অন্যের কাছে পৌঁছে দিক।' আর এ-কথাটি তিনি বলেছেন শেষ রাত্রির দো'আ ও যিকর সম্পর্কে সচেতন করার জন্য। শারহুন নাওয়াওয়ী 'আলা সহীহ মুসলিম, ১৭/৩৯।",263,১০৩: রাত্রির শেষ প্রহরে মুসাফিরের দো'আ
